userId,train,gt,rec_AMR_visual_max_k5
145223,"[5952, 5956, 1252, 553, 586, 1645, 7438, 2959, 1584, 111, 4022, 2167, 6934, 8665, 858, 2011, 6365]","[1201, 1214, 6863, 1339, 589, 1221, 3362]","[1704.0, 608.0, 1206.0, 5995.0, 1573.0]"
145230,"[5952, 87520, 4262, 296, 99114, 122892, 81932, 48780, 111, 79695, 134130, 78772, 110102, 1214]","[119145, 58559, 185029]","[58559.0, 122900.0, 608.0, 115149.0, 1704.0]"
145231,"[6, 904, 1704, 2028, 1200, 1266, 50, 1721, 318]",[858],"[1954.0, 1213.0, 3362.0, 1961.0, 589.0]"
145241,"[122882, 1573, 231, 97752, 122892, 3916, 1645, 1584, 104913, 8529, 6550, 53464, 79132, 57528]","[64957, 527, 293, 1089, 85414, 4085, 6754, 59369, 111]","[34150.0, 110102.0, 420.0, 6874.0, 105653.0]"
145248,"[33794, 293, 6, 2571, 7438, 8529, 5810, 30707, 2167, 1213, 4223]","[3578, 4262, 8985]","[4776.0, 8638.0, 5956.0, 57528.0, 4262.0]"
145268,"[4226, 5995, 1214]",[1201],"[296.0, 1089.0, 2571.0, 1206.0, 527.0]"
145274,"[608, 5952, 4993, 231, 5418, 3147, 586, 266, 6863, 7153, 50, 8529, 1203, 2011]","[1206, 150, 1339, 4223, 165, 778]","[1721.0, 4995.0, 480.0, 1961.0, 778.0]"
145279,"[33794, 157699, 356, 111743, 1036, 2959, 78772, 6548, 1206, 58559]",[79132],"[6874.0, 4022.0, 34150.0, 231.0, 1645.0]"
145286,"[4993, 5956, 420, 2023, 1704, 589, 1214]","[1036, 778, 2959, 7153]","[293.0, 1089.0, 2028.0, 1377.0, 3578.0]"
145292,"[480, 5952, 904, 5418, 2028, 589]","[4022, 150]","[608.0, 1704.0, 293.0, 2959.0, 165.0]"
145295,"[4995, 356, 296, 1704, 2329]",[6365],"[3147.0, 778.0, 1089.0, 318.0, 1721.0]"
145304,"[2959, 122900, 1573, 1193, 162606, 138036, 4022, 168248, 64957, 1221, 3147, 858, 608, 139385, 2028, 1645, 111, 134130, 30707, 171763, 44665, 3198]","[112552, 109487, 105653, 157699]","[1704.0, 5995.0, 1252.0, 1206.0, 111759.0]"
145307,"[608, 192385, 4995, 231, 1961, 912, 50, 30707, 142488, 72731]","[904, 1193, 318, 5956, 102686]","[3916.0, 89904.0, 1584.0, 1252.0, 4993.0]"
145315,"[1089, 4226, 1690, 1370, 2011, 858]","[608, 1214]","[1573.0, 1266.0, 4995.0, 2571.0, 586.0]"
145316,"[5952, 1089, 3362, 1252, 7438, 2011, 8638]","[1201, 527]","[1704.0, 4993.0, 111.0, 608.0, 1206.0]"
145318,"[4993, 33794, 1961, 59369, 3916, 1036, 115149, 88140, 7153, 30707, 142488, 2329, 79132]",[58559],"[139385.0, 48304.0, 105504.0, 34150.0, 122882.0]"
145319,"[608, 3362, 1193, 2028, 1200, 1206, 3578, 2011, 1214]",[1201],"[589.0, 1954.0, 1089.0, 1573.0, 1201.0]"
145321,"[175303, 48780, 162606, 6934, 139385, 163645, 318]","[112552, 99114, 5956]","[4993.0, 7438.0, 115149.0, 48304.0, 7153.0]"
145325,"[1252, 1221, 6, 296, 2028, 1036, 1200, 4022, 1690]",[420],"[1997.0, 608.0, 318.0, 589.0, 5995.0]"
145328,"[1206, 1213, 150]","[589, 1214]","[1704.0, 111.0, 1089.0, 608.0, 1221.0]"
145340,"[1252, 111, 231]","[1214, 858, 1266]","[1227.0, 296.0, 1221.0, 58559.0, 608.0]"
145343,"[608, 4993, 356, 4262, 3147, 589, 527, 1584, 1201, 4084]","[1221, 1961]","[778.0, 6.0, 1089.0, 4022.0, 30707.0]"
145350,"[904, 586, 91978, 5418, 589, 91630, 527, 1266, 30707, 53972, 3510, 69526, 72731, 8861, 1214]","[1221, 76175, 48304, 6, 95875, 91974, 64030, 4993, 2410, 96432, 44665, 5952, 8985, 2011]","[6.0, 3178.0, 44665.0, 1370.0, 912.0]"
145355,"[4993, 33794, 110102, 106841, 318]","[4995, 2571, 1203]","[527.0, 64957.0, 117895.0, 85414.0, 1721.0]"
145358,"[4993, 165, 6, 8861, 231, 5574, 586, 2571, 57528, 8665, 858, 1213]",[95875],"[4776.0, 2959.0, 1573.0, 480.0, 6365.0]"
145364,"[4226, 1573, 5254, 3147, 2028, 2571, 1997, 527, 1690, 318]","[4262, 165]","[858.0, 1193.0, 6874.0, 1206.0, 122882.0]"
145371,"[480, 608, 33794, 4226, 1221, 904, 5418, 2571, 1214, 1266, 30707, 1721, 79132, 318]",[231],"[111.0, 778.0, 6.0, 296.0, 527.0]"
145373,[2571],[1200],"[6874.0, 2959.0, 7153.0, 858.0, 50.0]"
145389,"[608, 1377, 480, 105504, 112552, 2411, 122892, 7438, 109487, 89904, 912, 4085, 4022, 122904]","[68157, 95875, 6934, 318, 5952, 97304, 1206, 2571, 2028]","[111.0, 4084.0, 50.0, 1704.0, 99114.0]"
145411,"[6, 5254, 60040, 778, 1036, 6548, 69526, 1690, 293, 296, 1961, 1704, 50, 78772, 4022, 1213, 586, 3147, 6754, 3198]",[1619],"[608.0, 1584.0, 231.0, 1221.0, 2011.0]"
145415,"[1377, 4226, 68157, 5989, 231, 586, 2028, 7438, 5810, 2167, 3578, 6365]","[53996, 356]","[4995.0, 6863.0, 318.0, 2959.0, 1721.0]"
145427,"[3362, 1954, 4262, 231, 48780, 589, 912, 5810, 1721]","[2011, 1036, 1645]","[1203.0, 50.0, 1193.0, 6863.0, 177593.0]"
145436,"[480, 3362, 5956, 165, 5989, 150, 1213, 318]","[8529, 2023, 1704]","[6.0, 2028.0, 3578.0, 912.0, 3510.0]"
145438,"[1377, 1954, 1961, 3916, 527, 1203, 1721, 858]",[1221],"[1213.0, 50.0, 904.0, 2571.0, 4226.0]"
145439,"[33794, 5956, 293, 904, 5418, 5995, 1036, 7438, 8529, 150, 64983, 6874, 92507, 1213]","[142488, 2959, 1206]","[6.0, 589.0, 79132.0, 527.0, 3362.0]"
145440,"[480, 3362, 356, 165, 904, 1193, 527, 44665]","[2329, 1721, 1961]","[6.0, 1266.0, 296.0, 589.0, 1036.0]"
145442,"[4226, 6534, 60040, 6550, 122904, 8985, 1704, 1584, 105653, 3510, 57528, 1089, 5956, 3916, 53972, 53464, 146656, 59369, 119145, 2411, 1645, 91630, 116977, 134130, 86644, 4223]","[85414, 2011, 6934, 150, 165, 115210]","[5952.0, 79132.0, 586.0, 68157.0, 105504.0]"
145447,"[5952, 4993, 1954, 122914, 356, 6, 904, 5418, 1997, 1200, 1266, 112370, 53972, 150, 1206, 3578, 79132, 858]",[4226],"[3362.0, 1573.0, 589.0, 1193.0, 1961.0]"
145457,"[122882, 4226, 5995, 527, 7153, 109848, 177593, 318]","[114935, 142488]","[293.0, 4993.0, 296.0, 1206.0, 48780.0]"
145462,"[608, 4262, 296, 1193, 3147, 5995, 8665, 858]",[111],"[50.0, 1704.0, 6.0, 318.0, 1213.0]"
145468,"[608, 4993, 318]","[6863, 293]","[1089.0, 1214.0, 2028.0, 480.0, 2571.0]"
145477,[],[2167],[]
145480,"[1954, 5989, 2023, 553, 2410, 912, 4084, 1206, 3198]","[5956, 1997]","[904.0, 1227.0, 2409.0, 1619.0, 1252.0]"
145485,"[4993, 4226, 1036, 6548, 6550, 6934, 2329, 1954, 420, 293, 1193, 5418, 553, 1584, 1201, 1370, 6754, 231, 7153]",[6874],"[2167.0, 1377.0, 1721.0, 778.0, 527.0]"
145487,"[480, 608, 1954, 553, 1036, 2959, 4022, 2329, 6874, 2011]",[3147],"[2571.0, 296.0, 33794.0, 1997.0, 293.0]"
145492,"[1089, 150]","[608, 318, 1721, 293]","[111.0, 5956.0, 6365.0, 1201.0, 1200.0]"
145512,[50],[586],"[1200.0, 608.0, 231.0, 586.0, 111.0]"
145515,"[4993, 1089, 4995, 293, 4776, 296, 5418, 589, 7153, 50, 30707, 150]",[7438],"[778.0, 111.0, 1036.0, 6365.0, 1370.0]"
145524,"[85414, 119145, 189333, 110102, 6365, 2011, 68157]","[7438, 97752, 6874, 589]","[122882.0, 589.0, 122900.0, 109487.0, 2959.0]"
145532,"[33794, 2571, 122892, 76175, 110102, 2329, 8861, 111781, 85414, 4262, 112552, 165, 68157, 318, 5952, 53972, 6365, 53996, 134130, 4085, 3578]","[296, 4993, 7438, 1036, 6874]","[2028.0, 97304.0, 4776.0, 115149.0, 102686.0]"
145533,"[480, 1573, 1206]",[1036],"[1704.0, 608.0, 266.0, 1193.0, 1961.0]"
145535,"[1221, 5254, 296, 1036, 88140, 1201, 6548, 318]","[1200, 1266]","[1704.0, 2011.0, 1573.0, 6874.0, 128360.0]"
145540,"[1089, 4995, 5219, 4262, 296, 119145, 65514, 48780, 1584, 104913, 6934, 114935, 4022, 58559]","[115210, 6754, 2409, 4085]","[97752.0, 114180.0, 65682.0, 109487.0, 134130.0]"
145545,"[608, 5952, 356, 553, 2411]","[3578, 1036, 527]","[1227.0, 6.0, 1997.0, 3362.0, 3198.0]"
145551,"[169984, 5219, 3147, 188301, 79132, 1721, 106491, 139644]","[111759, 5952, 139385, 48780]","[2028.0, 112370.0, 162598.0, 5956.0, 6365.0]"
145556,"[912, 50, 586, 1206]","[296, 778, 293]","[608.0, 1227.0, 95875.0, 111.0, 3198.0]"
145564,"[1377, 356, 293, 111, 1200]",[1036],"[778.0, 1201.0, 165.0, 296.0, 1193.0]"
145574,"[608, 2571, 1036, 2028]",[3147],"[1704.0, 50.0, 1214.0, 296.0, 6874.0]"
145578,"[608, 356, 904, 1961, 589, 1721, 318]","[1036, 1201, 1954, 480]","[1213.0, 296.0, 1193.0, 2571.0, 1089.0]"
145584,"[5989, 293, 2959, 1200, 171763, 122904, 97304, 79132, 64957, 58559]","[6534, 33794]","[5952.0, 2571.0, 4993.0, 7438.0, 50.0]"
145586,"[33794, 3362, 356, 293, 904, 48780, 1997, 6863, 4022, 64983, 1213, 1214]","[3578, 53972, 50, 608, 150, 4993]","[1573.0, 527.0, 7438.0, 1954.0, 1721.0]"
145597,"[5952, 4993, 4995, 5418, 53996, 8665, 90522, 7153, 4022, 69526, 97304, 150, 3578]","[64957, 85414]","[6365.0, 2959.0, 480.0, 5574.0, 53464.0]"
145603,"[5952, 1721, 586, 6874]",[88140],"[231.0, 6365.0, 4022.0, 5574.0, 356.0]"
145608,"[1089, 1377, 5254, 2409, 1961, 5418, 88140, 2028, 553, 2959, 42738, 1266, 50, 3510, 44665, 2011]","[6, 6365, 6534, 7387]","[1704.0, 589.0, 6365.0, 8861.0, 608.0]"
145611,"[1221, 296, 1227, 111, 527, 858, 1214]","[1206, 589]","[1036.0, 2571.0, 1213.0, 293.0, 778.0]"
145612,"[1201, 293, 1213, 6]",[1266],"[165.0, 858.0, 3578.0, 553.0, 778.0]"
145620,"[480, 165, 1704, 1036, 150, 858, 1214]",[1645],"[318.0, 2028.0, 1200.0, 2011.0, 111.0]"
145621,"[4993, 2028, 150, 158966, 97304, 79132, 163645]","[109487, 1203, 6934]","[4995.0, 30707.0, 89904.0, 105504.0, 139385.0]"
145626,"[608, 1252, 4262, 4776, 1961, 2410, 2411, 2028, 1201, 4084, 150, 6874, 318, 58559]","[3178, 48780, 6934, 904, 1213, 7153, 527]","[1200.0, 1997.0, 1704.0, 1193.0, 6365.0]"
145640,"[6, 1961, 778, 2028, 7153, 858, 1203, 30707, 1370, 1213, 318]","[6874, 3578, 1721, 2167]","[4022.0, 4262.0, 4995.0, 480.0, 6365.0]"
145642,"[296, 586, 2028, 6863]","[858, 2571, 8665, 1961]","[231.0, 480.0, 2571.0, 1200.0, 318.0]"
145644,"[1089, 33794, 68157, 6874, 356, 5254, 296, 59369, 5418, 1704, 589, 2959, 2167, 6365, 2329, 3578, 1213, 57528]","[4226, 53972, 2028, 3147]","[6.0, 2011.0, 4262.0, 778.0, 5952.0]"
145645,"[608, 1089, 589, 6]",[1221],"[1704.0, 778.0, 293.0, 111.0, 165.0]"
145650,"[608, 6979, 356, 1573, 296, 586, 2571, 48780, 2028, 527, 1201, 50, 4022, 2329, 2011]","[6934, 4226, 553]","[7438.0, 1721.0, 1193.0, 4993.0, 480.0]"
145658,"[4995, 1573, 1036, 527, 1206, 57528, 858, 68157]","[58559, 4226]","[1266.0, 6874.0, 4226.0, 4262.0, 2571.0]"
145659,"[608, 5952, 4226, 5956, 1997, 1645, 2959, 912, 7153, 50, 44665, 6365]","[1206, 904, 7438]","[2571.0, 1690.0, 3198.0, 33794.0, 1206.0]"
145661,"[5952, 356, 5989, 85414, 60040, 59369, 99114, 91630, 6863, 7153, 110102, 122904, 97304, 139385, 68157, 6365]","[5574, 6874]","[58559.0, 69526.0, 5418.0, 88140.0, 109487.0]"
145662,"[5952, 608, 6979, 1584, 1206]",[1961],"[778.0, 4022.0, 4993.0, 5995.0, 122900.0]"
145666,"[5952, 1089, 33794, 6534, 1961, 589, 111, 50, 4085, 64957, 1214, 58559]","[1036, 6550, 527, 1997, 480]","[1704.0, 6863.0, 608.0, 4993.0, 1266.0]"
145669,"[5952, 1089, 4995, 5956, 1573, 6534, 5254]","[1339, 1690, 5219]","[1704.0, 58559.0, 1206.0, 4993.0, 5995.0]"
145672,"[114180, 904, 115210, 122900, 69526, 116887, 122914, 293, 4262, 5418, 138036, 68157, 318, 5952, 1089, 5956, 1221, 91974, 6863, 160980, 858, 175585, 5989, 2023, 1645, 111, 7153, 112370, 200818, 3578]","[58559, 176937, 7438, 122892, 158966, 1193, 111743, 480, 5574, 60040, 79695, 4995]","[2011.0, 1206.0, 6874.0, 2959.0, 1704.0]"
145678,"[4993, 296, 778, 527, 2959, 7153]","[165, 2028]","[2571.0, 6874.0, 293.0, 2011.0, 6.0]"
145681,"[4262, 7153, 139385, 858, 2011, 318]",[68157],"[1704.0, 608.0, 6874.0, 1954.0, 4226.0]"
145690,"[4993, 33794, 1221, 2571, 53996, 1201, 134130, 858, 68157]","[34150, 5952, 103249]","[1193.0, 7438.0, 6874.0, 1203.0, 139385.0]"
145691,"[480, 858, 6365, 4223]",[7153],"[165.0, 586.0, 231.0, 1704.0, 2028.0]"
145692,"[33794, 4995, 114180, 4262, 589, 7438, 2959, 30707, 6934, 142488, 64957]","[356, 6365]","[4993.0, 79132.0, 65514.0, 57528.0, 58559.0]"
145698,"[480, 5952, 608, 356, 5956, 6534, 5989, 48780, 589, 111, 1200, 7153, 1203, 53972, 4022, 3578, 58559]","[1213, 4995, 1214, 59369, 68157, 2329, 1193, 105504]","[79132.0, 1193.0, 2167.0, 4993.0, 33794.0]"
145701,"[904, 778, 79132, 36519, 1961, 1193, 5418, 48304, 1201, 1584, 1214, 5952, 5574, 6874, 2011, 6365, 5219, 5989, 231, 80363, 42738, 2167]","[586, 53464, 7438]","[7438.0, 1954.0, 4022.0, 1089.0, 1221.0]"
145707,"[480, 1584, 2028, 1704]",[2167],"[1089.0, 296.0, 318.0, 1214.0, 778.0]"
145713,"[5952, 122912, 119145, 1036, 162350, 2959]",[8529],"[79132.0, 589.0, 175303.0, 160980.0, 4993.0]"
145714,"[5952, 6874, 50, 58559]","[68157, 128360, 116797]","[1704.0, 1089.0, 4993.0, 608.0, 79132.0]"
145739,"[1954, 293, 34150, 122920, 2571, 48304, 1584, 134130, 189333, 1370, 8861]","[175585, 1089, 139644, 3578, 2028, 105653, 6979]","[1036.0, 6979.0, 4993.0, 3510.0, 93363.0]"
145741,"[169984, 122912, 117895, 122920, 119145, 36519, 170827, 3147, 188301, 111759, 1200, 171763, 160438, 139385, 58559]","[2329, 176937, 102686, 4993]","[1214.0, 1089.0, 109487.0, 111781.0, 175303.0]"
145763,"[5952, 4993, 1954, 5956, 6, 2409, 778, 2028, 589, 7438, 1370, 6874, 1214]",[527],"[293.0, 480.0, 296.0, 1089.0, 6365.0]"
145790,"[1704, 778, 2571, 7438, 1200, 3578, 4223]","[4993, 1721, 50]","[1573.0, 1193.0, 5952.0, 231.0, 420.0]"
145792,"[105504, 34150, 5418, 134130, 53972, 150, 6365]","[76175, 527, 4993]","[4995.0, 3510.0, 231.0, 42738.0, 160438.0]"
145794,"[480, 4993, 1954, 356, 1221, 5956, 103688, 778, 2028, 7153, 2329, 6874, 79132, 68157]","[3578, 4995]","[296.0, 7438.0, 6.0, 116797.0, 293.0]"
145803,"[5952, 33794, 586, 3147, 2571, 527, 134130, 114935, 6874, 8638]","[4226, 318, 111, 904, 296, 912, 4022]","[6934.0, 5810.0, 858.0, 111759.0, 103249.0]"
145814,"[5952, 1089, 122882, 4995, 74851, 5989, 1193, 88140, 1997, 2028, 93838, 1036, 3916, 134130, 103249, 78772, 96432, 1214]","[293, 480, 91630, 4223]","[296.0, 99114.0, 293.0, 111.0, 128360.0]"
145826,"[608, 231, 3147, 7153, 6874]","[4226, 1193, 6934]","[1704.0, 1645.0, 1206.0, 2571.0, 296.0]"
145827,"[1089, 1252, 2571, 3147, 7438, 2959, 527, 50, 150, 858, 1339, 6365, 4223]","[3362, 5952, 2028]","[318.0, 1221.0, 4993.0, 2023.0, 1193.0]"
145836,"[480, 111781, 5989, 778, 2571, 122892, 4022, 3578, 79132]","[122904, 1036, 110102, 356, 4262]","[2959.0, 2028.0, 1193.0, 109487.0, 122882.0]"
145839,"[5952, 4993, 1997, 589, 30707, 4085, 6934, 1370, 7387]","[2011, 1339, 4995]","[1690.0, 4022.0, 6365.0, 1206.0, 6.0]"
145854,"[6754, 4226, 1573, 293, 4262, 296, 5418, 527, 7153, 56145, 1206, 6365]","[2571, 1954]","[4776.0, 8638.0, 5952.0, 1997.0, 1339.0]"
145857,"[122882, 293, 91974, 1573, 110501, 5254, 115210, 122892, 589, 2959, 42738, 96691, 122904, 79132, 64030]","[68157, 115149, 116797]","[1214.0, 69526.0, 2028.0, 34150.0, 76175.0]"
145859,"[3362, 4226, 1252, 1221, 4262, 231, 778, 2028, 1997, 7438, 111, 8665, 6874, 2011]",[589],"[1193.0, 4776.0, 2571.0, 2410.0, 608.0]"
145866,"[1954, 114180, 5989, 6, 169864, 2410, 2571, 81932, 48780, 589, 76175, 1200, 110102, 168248]","[88140, 58559, 111, 912, 8665, 858, 1961]","[1266.0, 4226.0, 2011.0, 1961.0, 480.0]"
145872,"[608, 5952, 1377, 293, 5254, 2011, 60040, 59369, 53996, 2959, 7153, 50, 42738, 4084, 2167, 72731, 8861, 58559]",[1036],"[4993.0, 231.0, 2571.0, 1704.0, 93363.0]"
145873,"[3362, 5219, 356, 231, 1193, 5418, 2571, 3147, 586, 8529, 50, 1266, 4085, 4022, 1339, 79132, 68157, 318]","[88140, 1370, 1200, 858]","[858.0, 1573.0, 4995.0, 1584.0, 4226.0]"
145883,"[1954, 5989, 6, 231, 1704, 553, 2409, 586, 5418, 2023, 3178, 2959, 1584, 2028, 50, 3147, 858]","[1377, 5956, 1645]","[4022.0, 2571.0, 6365.0, 480.0, 589.0]"
145892,"[480, 48304, 4022]",[6754],"[30707.0, 7438.0, 318.0, 4993.0, 5989.0]"
145903,"[1221, 6, 296, 1193, 778, 2571, 2028, 5995, 589, 30707, 1206, 6934, 1721]",[1704],"[293.0, 608.0, 1089.0, 480.0, 1954.0]"
145910,"[1954, 858, 2571]",[356],"[1721.0, 6874.0, 33794.0, 6863.0, 1193.0]"
145916,"[1704, 1961, 115210, 3147, 111759, 139644]","[5995, 48780, 356]","[2028.0, 778.0, 5989.0, 4995.0, 6365.0]"
145926,"[6754, 5574, 36519, 296, 586, 2411, 2571, 589, 1370, 162350, 3147, 5418, 139385, 1690, 92507, 139644]","[65682, 171763, 114935, 114180, 88140, 122904, 1721]","[105504.0, 42738.0, 59369.0, 1214.0, 53996.0]"
145948,"[4226, 150, 2329, 420, 296, 553, 50, 1213, 64957, 6979, 5956, 1221, 8529, 1370, 608, 30707, 4085, 3198, 4223]","[3578, 2959]","[6.0, 3178.0, 1954.0, 2571.0, 6365.0]"
145954,"[608, 33794, 356, 119145, 99114, 48780, 7438, 159061, 110102, 97752, 6874, 58559]","[1214, 122904]","[1573.0, 1206.0, 1704.0, 122900.0, 4776.0]"
145956,"[1089, 33794, 122882, 4226, 5989, 1704, 111743, 1036, 1201, 7153, 6934, 3578, 68157, 102686, 58559]","[356, 89904]","[109487.0, 296.0, 6874.0, 5418.0, 480.0]"
145961,"[4995, 6, 59369, 778, 1193, 553, 7438, 7153, 1266, 53972, 4022, 53464, 1213, 4223]","[3578, 1619]","[57528.0, 4262.0, 608.0, 4226.0, 30707.0]"
145962,"[5952, 68157, 356, 1252, 130634, 53996, 69526, 110102, 97752, 8985, 90522, 8861, 57528]","[56145, 44665, 5219, 88140]","[78772.0, 2959.0, 200540.0, 64030.0, 3916.0]"
145966,"[904, 1961, 912, 6365]","[8529, 7153]","[4995.0, 1213.0, 1203.0, 3198.0, 318.0]"
145970,"[608, 4993, 4995, 31364, 1573, 4262, 2023, 6863, 912, 527, 116797]","[64983, 1721]","[89904.0, 1213.0, 1266.0, 1203.0, 1193.0]"
145976,"[5952, 480, 58559, 1377, 4262, 778, 48780, 1997, 7438, 6863, 1584, 8529, 50, 42738, 1619, 858, 4223]","[318, 4776, 5254, 586]","[6365.0, 231.0, 4776.0, 608.0, 296.0]"
145977,"[1704, 2410, 1266, 1036]",[1954],"[3178.0, 146656.0, 904.0, 111.0, 2409.0]"
145978,"[112552, 2571, 48780, 7438, 109487]","[912, 5952]","[122882.0, 50.0, 1721.0, 5418.0, 527.0]"
145989,"[6534, 122892, 7438, 2959, 150, 6934, 90522, 1954, 1573, 1961, 93363, 1203, 318, 5952, 586, 1997, 56145, 1377, 2410, 2411, 2167]","[1214, 68157, 114795]","[2011.0, 2571.0, 6365.0, 4993.0, 6863.0]"
145990,[],"[296, 1961, 2011]",[]
145991,"[1221, 6, 1997, 589, 1721, 1339]",[1645],"[356.0, 1573.0, 165.0, 904.0, 296.0]"
146004,"[1252, 1193, 2571, 111, 4022]","[1213, 589, 1036]","[7438.0, 1221.0, 912.0, 4993.0, 527.0]"
146010,"[6, 778, 2571, 2959, 6934, 1954, 1573, 296, 109487, 1584, 1203, 4022, 5956, 1221, 5574, 589, 6863, 1370, 2011, 6365, 608, 5989, 59369, 3178, 111, 7153, 4085, 4223]","[115210, 1619, 266, 91630, 6550]","[50.0, 858.0, 4226.0, 231.0, 1193.0]"
146012,"[608, 4995, 68157, 293, 6, 6874, 1997, 2959, 44665, 134130, 1203, 8529, 116797, 139385, 858, 64957, 58559]","[4262, 2329]","[50.0, 296.0, 85414.0, 778.0, 356.0]"
146022,"[5952, 608, 3362, 356, 165, 4262, 1193, 5995, 7387, 111, 1370, 1339, 4223]","[586, 778, 6863]","[1266.0, 6.0, 3198.0, 5418.0, 1584.0]"
146026,"[3362, 904, 1193, 296, 1961]",[608],"[1203.0, 2571.0, 1997.0, 4226.0, 1266.0]"
146028,"[4993, 4995, 5418, 2571, 7153, 2167, 68157]",[5952],"[30707.0, 480.0, 85414.0, 1036.0, 44665.0]"
146030,"[122904, 8665, 5952]","[48780, 134130, 2028, 59369, 3147, 5418]","[5418.0, 4993.0, 160438.0, 122900.0, 189333.0]"
146032,"[165, 293, 4262, 2023, 1961, 586, 1221, 2959, 68157, 1214]","[6365, 7438, 3147, 1370, 57528]","[480.0, 2571.0, 608.0, 6.0, 778.0]"
146042,"[192385, 4995, 293, 2571, 527, 150, 122904, 6874, 64957]","[5418, 103249]","[318.0, 480.0, 296.0, 3510.0, 85414.0]"
146044,"[5989, 231, 1704, 586, 7438, 50]",[4993],"[4022.0, 1573.0, 1193.0, 1997.0, 4995.0]"
146056,"[33794, 4995, 5989, 296, 1704, 5418, 2571, 48780, 1193, 44665, 318]",[2959],"[7438.0, 2011.0, 4993.0, 1089.0, 2959.0]"
146058,"[122882, 778, 2571, 2959, 527, 65682, 110102, 109848, 2329, 296, 5418, 99114, 6979, 1997, 56145, 2011, 356, 128360, 80363, 114795]","[1704, 266, 114180, 106491]","[293.0, 85414.0, 6874.0, 231.0, 1206.0]"
146061,"[4226, 2028, 589, 8529, 1201, 122900, 1206, 6934, 6874, 3578, 6365, 64957]","[3147, 1214, 2329, 778]","[858.0, 4022.0, 5995.0, 93363.0, 117895.0]"
146070,"[85414, 111759, 111, 56145, 1206, 2329, 68157]","[79132, 4223, 1573, 50]","[112552.0, 1201.0, 1227.0, 1214.0, 8529.0]"
146071,"[1036, 1645, 2959]","[1201, 318, 2329]","[318.0, 6874.0, 296.0, 1573.0, 1690.0]"
146077,"[169984, 4995, 1036, 527, 2959, 189333, 110102, 79132, 122912, 122914, 293, 168366, 160438, 318, 185029, 5574, 6365, 5989, 231, 59369, 91630, 134130, 171763]","[4993, 139385, 169864, 1721]","[7438.0, 30707.0, 122892.0, 778.0, 5418.0]"
146081,"[3362, 4226, 293, 2571, 2028, 1036, 111, 527, 1266, 2329, 858]",[1206],"[4262.0, 6.0, 778.0, 50.0, 1997.0]"
146086,"[480, 293, 1704, 586, 912, 4022, 177593, 3578]",[3362],"[778.0, 2959.0, 356.0, 1193.0, 50.0]"
146087,"[105504, 122882, 4995, 356, 105355, 122892, 2028, 1036, 86644, 1213, 858, 68157]","[296, 3578, 1206]","[97304.0, 116797.0, 109487.0, 2959.0, 231.0]"
146088,"[4993, 912, 1954, 165, 4262, 1584, 1200, 1206, 68157, 318, 64957, 5956, 586, 80846, 480, 2410, 5995, 1645, 111, 7153, 2167, 44665]","[6979, 1221, 1997, 527]","[608.0, 1690.0, 1370.0, 1704.0, 1089.0]"
146106,"[146656, 480, 356, 293, 34150, 60040, 88140, 91630, 93363, 69526, 122904]","[53464, 122890, 112370]","[50.0, 3147.0, 2028.0, 1377.0, 231.0]"
146127,"[480, 1954, 356, 904, 912, 1201, 4085, 2011, 1213]","[3916, 1206, 5952, 1370]","[1193.0, 1573.0, 165.0, 553.0, 589.0]"
146128,"[6863, 7153, 79132, 68157, 318]",[109487],"[4995.0, 30707.0, 6365.0, 4993.0, 58559.0]"
146140,"[356, 6, 231, 296, 1704, 1200, 48304, 50, 2329, 6874]","[3578, 111, 5995]","[318.0, 6365.0, 1997.0, 2571.0, 3147.0]"
146142,"[4993, 4995, 34150, 6534, 169864, 5254, 527, 6550, 97752, 1339, 68157, 8638]",[7153],"[122882.0, 48780.0, 69275.0, 110501.0, 110102.0]"
146144,"[480, 146656, 5952, 1954, 5989, 112552, 65514, 105355, 81932, 1036, 1645, 8529, 2167, 109848, 3578, 1213]","[85414, 318, 79132, 115149, 68157]","[1704.0, 5956.0, 1377.0, 608.0, 1690.0]"
146146,"[5952, 1721, 165]",[912],"[1036.0, 480.0, 293.0, 5989.0, 1961.0]"
146149,"[5952, 4993, 356, 293, 1961, 266, 5995, 2028, 50, 4022, 150, 3578, 1213, 318]","[586, 1370, 2329, 480]","[480.0, 296.0, 1721.0, 111.0, 912.0]"
146151,"[858, 293, 527]",[4226],"[1213.0, 1036.0, 50.0, 1200.0, 356.0]"
146156,"[5952, 4226, 6754, 586, 48780, 54771, 6548, 150, 3578, 6365]","[3510, 5989]","[231.0, 4995.0, 5418.0, 5219.0, 53996.0]"
146162,"[420, 6, 231, 6934, 1370, 318]","[1214, 4223]","[6365.0, 1573.0, 480.0, 1377.0, 4022.0]"
146167,"[553, 5418, 48780, 8665, 912, 50, 4022, 1721, 3578, 318]","[2571, 5956, 904]","[2028.0, 231.0, 1089.0, 2571.0, 480.0]"
146168,"[4226, 5219, 6934, 3510, 6365, 3578, 68157, 58559]","[6534, 134130, 48780]","[5952.0, 318.0, 44665.0, 33794.0, 65514.0]"
146187,"[480, 1961, 296, 6]",[858],"[4022.0, 1089.0, 293.0, 608.0, 231.0]"
146190,"[3178, 527, 1200, 1266, 1203, 858, 1339, 318]","[1206, 1645, 480]","[1573.0, 3362.0, 420.0, 356.0, 1997.0]"
